Day,Meal Type,Food,Regional Type,Food Type,Trimester
Thursday,Snack1,Drumstickgreens,South Indian,Veg,Trimester 2
Thursday,Snack1,palya/poriyal,South Indian,Veg,Trimester 2
Thursday,Snack1,Buttermilk,South Indian,Veg,Trimester 2
Thursday,Snack1,(moru/majjige),South Indian,Veg,Trimester 2
Thursday,Snack1,Chapati/rice,South Indian,Veg,Trimester 2
Thursday,Lunch,Beetroot halwa,South Indian,Veg,Trimester 2
Friday,Breakfast,Watermelon,South Indian,Veg,Trimester 2
Friday,Snack1,Cottage cheese (paneer),South Indian,Veg,Trimester 2
Friday,Snack1,butter masala,South Indian,Veg,Trimester 2
Friday,Snack1,Beetroot salad,South Indian,Veg,Trimester 2
Friday,Snack1,Chapati,South Indian,Veg,Trimester 2
Friday,Lunch,Carrotand,South Indian,Veg,Trimester 2
Friday,Lunch,cucumber,South Indian,Veg,Trimester 2
Friday,Lunch,kosambari/,South Indian,Veg,Trimester 2
Friday,Lunch,kosumalli,South Indian,Veg,Trimester 2
Saturday,Breakfast,Figs,South Indian,Veg,Trimester 2
Saturday,Snack1,Soyachunks (meal,South Indian,Veg,Trimester 2
Saturday,Snack1,maker) pulao,South Indian,Veg,Trimester 2
Saturday,Snack1,Cucumber and onion raita,South Indian,Veg,Trimester 2
Saturday,Snack1,Pineapple rasam,South Indian,Veg,Trimester 2
Saturday,Lunch,Bhelpuri,South Indian,Veg,Trimester 2
Monday,Breakfast,Mixed fruit,South Indian,Veg,Trimester 2
Monday,Snack1,Cottage cheese (paneer),South Indian,Veg,Trimester 2
Monday,Snack1,masala,South Indian,Veg,Trimester 2
Monday,Snack1,Onion and tomato raita,South Indian,Veg,Trimester 2
Monday,Snack1,Cumin rice,South Indian,Veg,Trimester 2
Monday,Lunch,Orangejuice,South Indian,Veg,Trimester 2
Monday,Lunch,Roasted,South Indian,Veg,Trimester 2
Monday,Lunch,sweetcorn,South Indian,Veg,Trimester 2
Monday,Lunch,(bhutta),South Indian,Veg,Trimester 2
Tuesday,Breakfast,Orange,South Indian,Veg,Trimester 2
Tuesday,Snack1,Horse gram chutney,South Indian,Veg,Trimester 2
Tuesday,Snack1,Red lentils and,South Indian,Veg,Trimester 2
Tuesday,Snack1,pumpkin dal,South Indian,Veg,Trimester 2
Tuesday,Lunch,Lemonade,South Indian,Veg,Trimester 2
Tuesday,Lunch,Puffed rice with,South Indian,Veg,Trimester 2
Tuesday,Lunch,peanuts,South Indian,Veg,Trimester 2
Wednesday,Breakfast,Dates and,South Indian,Veg,Trimester 2
Wednesday,Breakfast,raisins,South Indian,Veg,Trimester 2
Wednesday,Snack1,Mixed vegetable balls,South Indian,Veg,Trimester 2
Wednesday,Snack1,(kofta) curry,South Indian,Veg,Trimester 2
Wednesday,Snack1,Snake gourd palya/poriyal,South Indian,Veg,Trimester 2
Wednesday,Snack1,Buttermilk,South Indian,Veg,Trimester 2
Wednesday,Snack1,(moru/majjige),South Indian,Veg,Trimester 2
Wednesday,Snack1,Chapati,South Indian,Veg,Trimester 2
Wednesday,Lunch,Grape juice,South Indian,Veg,Trimester 2
Wednesday,Lunch,Split bengal,South Indian,Veg,Trimester 2
Wednesday,Lunch,gram vada,South Indian,Veg,Trimester 2
Thursday,Breakfast,Apple,South Indian,Veg,Trimester 2
Thursday,Snack1,Pumpkinsambhar,South Indian,Veg,Trimester 2
Thursday,Snack1,Green or raw banana,South Indian,Veg,Trimester 2
Thursday,Snack1,Cucumber,South Indian,Veg,Trimester 2
Thursday,Snack1,kosambari/kosumalli,South Indian,Veg,Trimester 2
Thursday,Lunch,Spiced,South Indian,Veg,Trimester 2
Thursday,Lunch,Buttermilk,South Indian,Veg,Trimester 2
Thursday,Lunch,(moru/majjige),South Indian,Veg,Trimester 2
Thursday,Lunch,Wheatbiscuits,South Indian,Veg,Trimester 2
Friday,Breakfast,Grapes,South Indian,Veg,Trimester 2
Friday,Snack1,Fenugreek greens rice,South Indian,Veg,Trimester 2
Friday,Snack1,Crispy potatoes,South Indian,Veg,Trimester 2
Friday,Snack1,Bottle gourd raita,South Indian,Veg,Trimester 2
Friday,Lunch,coconut water,South Indian,Veg,Trimester 2
Friday,Lunch,"Walnuts,",South Indian,Veg,Trimester 2
Friday,Lunch,almonds and,South Indian,Veg,Trimester 2
Friday,Lunch,raisins,South Indian,Veg,Trimester 2
Saturday,Breakfast,Muskmelon,South Indian,Veg,Trimester 2
Saturday,Snack1,Stuffed ladies' finger,South Indian,Veg,Trimester 2
Saturday,Snack1,Shallot sambhar,South Indian,Veg,Trimester 2
Saturday,Lunch,Mango,South Indian,Veg,Trimester 2
Saturday,Lunch,milkshake,South Indian,Veg,Trimester 2
Monday,Breakfast,Pomegranate,South Indian,Veg,Trimester 3
Monday,Snack1,Kidney beans masala,South Indian,Veg,Trimester 3
Monday,Snack1,Mixed vegetables,South Indian,Veg,Trimester 3
Monday,Snack1,palya/poriyal,South Indian,Veg,Trimester 3
Monday,Snack1,Curd,South Indian,Veg,Trimester 3
Monday,Snack1,Rice,South Indian,Veg,Trimester 3
Monday,Lunch,Almond milk,South Indian,Veg,Trimester 3
Monday,Lunch,Black,South Indian,Veg,Trimester 3
Monday,Lunch,chickpeas,South Indian,Veg,Trimester 3
Monday,Lunch,sundal,South Indian,Veg,Trimester 3
Tuesday,Breakfast,Banana,South Indian,Veg,Trimester 3
Tuesday,Snack1,Drumstick sambhar,South Indian,Veg,Trimester 3
Tuesday,Snack1,Bitter gourd,South Indian,Veg,Trimester 3
Tuesday,Snack1,palya/poriyal,South Indian,Veg,Trimester 3
Tuesday,Snack1,Garlic rasam,South Indian,Veg,Trimester 3
Tuesday,Snack1,Rice,South Indian,Veg,Trimester 3
Tuesday,Lunch,Tea,South Indian,Veg,Trimester 3
Tuesday,Lunch,Roastedcorn,South Indian,Veg,Trimester 3
Tuesday,Lunch,(bhutta),South Indian,Veg,Trimester 3
Wednesday,Breakfast,Figs,South Indian,Veg,Trimester 3
Wednesday,Snack1,Fenugreek greens,South Indian,Veg,Trimester 3
Wednesday,Snack1,sambhar,South Indian,Veg,Trimester 3
Wednesday,Snack1,Colocasiamasaladry,South Indian,Veg,Trimester 3
Wednesday,Snack1,Pepper rasam,South Indian,Veg,Trimester 3
Wednesday,Snack1,Rice,South Indian,Veg,Trimester 3
Wednesday,Lunch,Mango,South Indian,Veg,Trimester 3
Wednesday,Lunch,milkshake,South Indian,Veg,Trimester 3
Thursday,Breakfast,Handful of,South Indian,Veg,Trimester 3
Thursday,Breakfast,dried apricots,South Indian,Veg,Trimester 3
Thursday,Breakfast,and raisins,South Indian,Veg,Trimester 3
Thursday,Snack1,Soyachunks (meal,South Indian,Veg,Trimester 3
Thursday,Snack1,maker) curry,South Indian,Veg,Trimester 3
Thursday,Snack1,Snake gourd,South Indian,Veg,Trimester 3
Thursday,Snack1,palya/poriyal,South Indian,Veg,Trimester 3
Thursday,Snack1,Chapati,South Indian,Veg,Trimester 3
Thursday,Lunch,Buttermilk,South Indian,Veg,Trimester 3
Thursday,Lunch,(moru/majjige),South Indian,Veg,Trimester 3
Thursday,Lunch,Mixed nuts,South Indian,Veg,Trimester 3
Friday,Breakfast,Pear,South Indian,Veg,Trimester 3
Friday,Snack1,Chickpeascurry,South Indian,Veg,Trimester 3
Friday,Snack1,Spinachpalya/poriyal,South Indian,Veg,Trimester 3
Friday,Snack1,Chapati/rice,South Indian,Veg,Trimester 3
Friday,Lunch,Lemonade,South Indian,Veg,Trimester 3
Friday,Lunch,Peasand raw,South Indian,Veg,Trimester 3
Friday,Lunch,mango sundal,South Indian,Veg,Trimester 3
Saturday,Breakfast,Grapes,South Indian,Veg,Trimester 3
Saturday,Snack1,Drumstick leaves soup,South Indian,Veg,Trimester 3
Saturday,Snack1,Coriander rice,South Indian,Veg,Trimester 3
Saturday,Snack1,Bottle gourd raita,South Indian,Veg,Trimester 3
Saturday,Lunch,Tender coconut,South Indian,Veg,Trimester 3
Saturday,Lunch,water,South Indian,Veg,Trimester 3
Saturday,Lunch,Sweet potato,South Indian,Veg,Trimester 3
Saturday,Lunch,with sesame,South Indian,Veg,Trimester 3
Saturday,Lunch,seeds,South Indian,Veg,Trimester 3
Saturday,Dinner,n | Third trimester: Plan 1,South Indian,Veg,Trimester 3
Saturday,Dinner,n energy boost. Vitamin K,South Indian,Veg,Trimester 3
Saturday,Dinner,e rich in vitamin K.,South Indian,Veg,Trimester 3
Saturday,Dinner,baby. We've highlighted in,South Indian,Veg,Trimester 3
Saturday,Dinner,e highlighted in dark orange,South Indian,Veg,Trimester 3
Saturday,Dinner,ing and afternoon snacks!,South Indian,Veg,Trimester 3
Saturday,Dinner,Dinner,South Indian,Veg,Trimester 3
Saturday,Dinner,Mixed lentilsand,South Indian,Veg,Trimester 3
Saturday,Dinner,rice dosa(adai),South Indian,Veg,Trimester 3
Saturday,Dinner,Mixed vegetables in,South Indian,Veg,Trimester 3
Saturday,Dinner,yoghurt gravy (avial),South Indian,Veg,Trimester 3
Saturday,Dinner,Spicy yam curry,South Indian,Veg,Trimester 3
Saturday,Dinner,Beanspalya/poriyal,South Indian,Veg,Trimester 3
Saturday,Dinner,Finger millet (ragi),South Indian,Veg,Trimester 3
Saturday,Dinner,chapati,South Indian,Veg,Trimester 3
Saturday,Dinner,Vegetable kothu,South Indian,Veg,Trimester 3
Saturday,Dinner,parotta,South Indian,Veg,Trimester 3
Saturday,Dinner,Mangopickle,South Indian,Veg,Trimester 3
Saturday,Dinner,Curd,South Indian,Veg,Trimester 3
Saturday,Dinner,Lemon rice,South Indian,Veg,Trimester 3
Saturday,Dinner,) • Beetroot and carrot,South Indian,Veg,Trimester 3
Saturday,Dinner,kosambari/,South Indian,Veg,Trimester 3
Saturday,Dinner,kosumalli,South Indian,Veg,Trimester 3
Saturday,Dinner,Fenugreek greens,South Indian,Veg,Trimester 3
Saturday,Dinner,rice,South Indian,Veg,Trimester 3
Saturday,Dinner,l • Crispy potatoes,South Indian,Veg,Trimester 3
Saturday,Dinner,Roasted capsicum,South Indian,Veg,Trimester 3
Saturday,Dinner,raita,South Indian,Veg,Trimester 3
Saturday,Dinner,ut • Brinjaland black,South Indian,Veg,Trimester 3
Saturday,Dinner,chickpeascurry,South Indian,Veg,Trimester 3
Saturday,Dinner,Idiyappam,South Indian,Veg,Trimester 3
Saturday,Dinner,Broccolistuffed,South Indian,Veg,Trimester 3
Saturday,Dinner,dosa,South Indian,Veg,Trimester 3
Saturday,Dinner,Mint chutney,South Indian,Veg,Trimester 3
Saturday,Dinner,www.babycenter.in,South Indian,Veg,Trimester 3
Monday,Breakfast,Banana,South Indian,Veg,Trimester 3
Monday,Snack1,Tamarind ricewith,South Indian,Veg,Trimester 3
Monday,Snack1,peanuts,South Indian,Veg,Trimester 3
Monday,Snack1,Red lentils and snake,South Indian,Veg,Trimester 3
Monday,Snack1,gourd dal,South Indian,Veg,Trimester 3
Monday,Snack1,Cucumber raita,South Indian,Veg,Trimester 3
Monday,Lunch,Coffee,South Indian,Veg,Trimester 3
Monday,Lunch,Wheatrusk,South Indian,Veg,Trimester 3
Tuesday,Breakfast,Apple,South Indian,Veg,Trimester 3
Tuesday,Snack1,Ladies’ finger,South Indian,Veg,Trimester 3
Tuesday,Snack1,buttermilk curry,South Indian,Veg,Trimester 3
Tuesday,Snack1,Sweet potato,South Indian,Veg,Trimester 3
Tuesday,Lunch,Dates,South Indian,Veg,Trimester 3
Tuesday,Lunch,milkshake,South Indian,Veg,Trimester 3
Tuesday,Lunch,Sproutssalad,South Indian,Veg,Trimester 3
Wednesday,Breakfast,Grapes,South Indian,Veg,Trimester 3
Wednesday,Snack1,Pigeon peas dalwith,South Indian,Veg,Trimester 3
Wednesday,Snack1,fenugreek greens,South Indian,Veg,Trimester 3
Wednesday,Snack1,Horse gram chutney,South Indian,Veg,Trimester 3
Wednesday,Snack1,Curd,South Indian,Veg,Trimester 3
Wednesday,Lunch,Mangojuice,South Indian,Veg,Trimester 3
Wednesday,Lunch,Vegetable,South Indian,Veg,Trimester 3
Wednesday,Lunch,cutlet,South Indian,Veg,Trimester 3
Thursday,Breakfast,Muskmelon,South Indian,Veg,Trimester 3
Thursday,Snack1,Kidney beans curry,South Indian,Veg,Trimester 3
Thursday,Snack1,Ivy gourd palya/poriyal,South Indian,Veg,Trimester 3
Thursday,Lunch,Banana,South Indian,Veg,Trimester 3
Thursday,Lunch,milkshake,South Indian,Veg,Trimester 3
Thursday,Lunch,Murukku,South Indian,Veg,Trimester 3
Friday,Breakfast,Apple and,South Indian,Veg,Trimester 3
Friday,Breakfast,walnutsalad,South Indian,Veg,Trimester 3
Friday,Snack1,Mungbean dal,South Indian,Veg,Trimester 3
Friday,Snack1,Capsicum and cottage,South Indian,Veg,Trimester 3
Friday,Snack1,cheese (paneer),South Indian,Veg,Trimester 3
Friday,Snack1,masala,South Indian,Veg,Trimester 3
Friday,Snack1,Cumin rice,South Indian,Veg,Trimester 3
Friday,Lunch,Buttermilk,South Indian,Veg,Trimester 3
Friday,Lunch,(moru/majjige),South Indian,Veg,Trimester 3
Friday,Lunch,Raw mango,South Indian,Veg,Trimester 3
Friday,Lunch,kosambari/,South Indian,Veg,Trimester 3
Friday,Lunch,kosumalli,South Indian,Veg,Trimester 3
Saturday,Breakfast,Mango,South Indian,Veg,Trimester 3
Saturday,Snack1,Lemon rice,South Indian,Veg,Trimester 3
Saturday,Snack1,Spicy yam fry,South Indian,Veg,Trimester 3
Saturday,Snack1,Pumpkin raita,South Indian,Veg,Trimester 3
Saturday,Lunch,Lemonade,South Indian,Veg,Trimester 3
Saturday,Lunch,Roasted,South Indian,Veg,Trimester 3
Saturday,Lunch,cashewnuts,South Indian,Veg,Trimester 3
Monday,Breakfast,Apple,South Indian,Veg,Trimester 3
Monday,Snack1,Mintrice,South Indian,Veg,Trimester 3
Monday,Snack1,Crispy potatoes,South Indian,Veg,Trimester 3
Monday,Snack1,Tomato raita,South Indian,Veg,Trimester 3
Monday,Lunch,Orange juice,South Indian,Veg,Trimester 3
Monday,Lunch,Puffed rice,South Indian,Veg,Trimester 3
Monday,Lunch,with peanuts,South Indian,Veg,Trimester 3
Tuesday,Breakfast,Papaya,South Indian,Veg,Trimester 3
Tuesday,Snack1,Soyachunks (meal,South Indian,Veg,Trimester 3
Tuesday,Snack1,maker) curry,South Indian,Veg,Trimester 3
Tuesday,Snack1,Vegetable fried rice,South Indian,Veg,Trimester 3
Tuesday,Lunch,Grapejuice,South Indian,Veg,Trimester 3
Tuesday,Lunch,Roasted corn,South Indian,Veg,Trimester 3
Wednesday,Breakfast,Pomegranate,South Indian,Veg,Trimester 3
Wednesday,Snack1,Ash gourd sambhar,South Indian,Veg,Trimester 3
Wednesday,Snack1,Ladies’ finger,South Indian,Veg,Trimester 3
Wednesday,Snack1,palya/poriyal,South Indian,Veg,Trimester 3
Wednesday,Lunch,Spiced,South Indian,Veg,Trimester 3
Wednesday,Lunch,buttermilk,South Indian,Veg,Trimester 3
Wednesday,Lunch,(moru/majjige),South Indian,Veg,Trimester 3
Wednesday,Lunch,Mixed nuts,South Indian,Veg,Trimester 3
Thursday,Breakfast,Guava,South Indian,Veg,Trimester 3
Thursday,Snack1,Pigeon peas and,South Indian,Veg,Trimester 3
Thursday,Snack1,fenugreek greens dal,South Indian,Veg,Trimester 3
Thursday,Snack1,Cumin rice,South Indian,Veg,Trimester 3
Thursday,Snack1,Mint raita,South Indian,Veg,Trimester 3
Thursday,Lunch,Lemonade,South Indian,Veg,Trimester 3
Thursday,Lunch,Sprouted peas,South Indian,Veg,Trimester 3
Thursday,Lunch,sundal,South Indian,Veg,Trimester 3
Friday,Breakfast,Mango,South Indian,Veg,Trimester 3
Friday,Snack1,Horse gram chutney,South Indian,Veg,Trimester 3
Friday,Snack1,Red lentils and,South Indian,Veg,Trimester 3
Friday,Snack1,pumpkin dal,South Indian,Veg,Trimester 3
Friday,Snack1,Curd,South Indian,Veg,Trimester 3
Friday,Snack1,Rice,South Indian,Veg,Trimester 3
Friday,Lunch,Dates,South Indian,Veg,Trimester 3
Friday,Lunch,milkshake,South Indian,Veg,Trimester 3
Saturday,Breakfast,Muskmelon,South Indian,Veg,Trimester 3
Saturday,Snack1,Sweet potato and,South Indian,Veg,Trimester 3
Saturday,Snack1,shallots sambhar,South Indian,Veg,Trimester 3
Saturday,Snack1,Garlic rasam,South Indian,Veg,Trimester 3
Saturday,Snack1,Carrotand peas,South Indian,Veg,Trimester 3
Saturday,Snack1,palya/poriyal,South Indian,Veg,Trimester 3
Saturday,Snack1,Curd,South Indian,Veg,Trimester 3
Saturday,Snack1,Rice,South Indian,Veg,Trimester 3
Saturday,Lunch,Sweet lime,South Indian,Veg,Trimester 3
Saturday,Lunch,juice,South Indian,Veg,Trimester 3
Saturday,Lunch,Mixed sprouts,South Indian,Veg,Trimester 3
Saturday,Lunch,sundal,South Indian,Veg,Trimester 3
Monday,Breakfast,Guava,South Indian,Veg,Trimester 3
Monday,Snack1,Fenugreek greens,South Indian,Veg,Trimester 3
Monday,Snack1,rice,South Indian,Veg,Trimester 3
Monday,Snack1,Potato andbeans,South Indian,Veg,Trimester 3
Monday,Snack1,Roasted capsicum,South Indian,Veg,Trimester 3
Monday,Snack1,raita,South Indian,Veg,Trimester 3
Monday,Lunch,Lemonade,South Indian,Veg,Trimester 3
Monday,Lunch,Raw mango,South Indian,Veg,Trimester 3
Monday,Lunch,kosambari/,South Indian,Veg,Trimester 3
Monday,Lunch,kosumalli,South Indian,Veg,Trimester 3
Tuesday,Breakfast,Custard apple,South Indian,Veg,Trimester 3
Tuesday,Snack1,Tomato rasam,South Indian,Veg,Trimester 3
Tuesday,Snack1,Spicy yam roast,South Indian,Veg,Trimester 3
Tuesday,Snack1,Curd,South Indian,Veg,Trimester 3
Tuesday,Lunch,Almond milk,South Indian,Veg,Trimester 3
Tuesday,Lunch,Wheatrusk,South Indian,Veg,Trimester 3
Wednesday,Breakfast,Mango,South Indian,Veg,Trimester 3
Wednesday,Snack1,Brinjalrice(vangi,South Indian,Veg,Trimester 3
Wednesday,Snack1,bhaat) with peas,South Indian,Veg,Trimester 3
Wednesday,Snack1,Cucumber,South Indian,Veg,Trimester 3
Wednesday,Snack1,kosambari/kosumalli,South Indian,Veg,Trimester 3
Wednesday,Snack1,Tomato raita,South Indian,Veg,Trimester 3
Wednesday,Lunch,Tender coconut,South Indian,Veg,Trimester 3
Wednesday,Lunch,water,South Indian,Veg,Trimester 3
Wednesday,Lunch,Steamed,South Indian,Veg,Trimester 3
Wednesday,Lunch,sweet potato,South Indian,Veg,Trimester 3
Thursday,Breakfast,Apple,South Indian,Veg,Trimester 3
Thursday,Snack1,Vegetable biryani,South Indian,Veg,Trimester 3
Thursday,Snack1,Onion raita,South Indian,Veg,Trimester 3
Thursday,Snack1,Roasted papad,South Indian,Veg,Trimester 3
Thursday,Lunch,Cardamom tea,South Indian,Veg,Trimester 3
Thursday,Lunch,Sweet corn,South Indian,Veg,Trimester 3
Friday,Breakfast,Banana,South Indian,Veg,Trimester 3
Friday,Snack1,Pumpkin and peanut,South Indian,Veg,Trimester 3
Friday,Snack1,sambhar,South Indian,Veg,Trimester 3
Friday,Snack1,Cabbagepalya/poriyal,South Indian,Veg,Trimester 3
Friday,Snack1,Pineapple rasam,South Indian,Veg,Trimester 3
Friday,Lunch,Vegetable,South Indian,Veg,Trimester 3
Friday,Lunch,cutlet,South Indian,Veg,Trimester 3
Saturday,Breakfast,Watermelon,South Indian,Veg,Trimester 3
Saturday,Snack1,Ladies’ finger,South Indian,Veg,Trimester 3
Saturday,Snack1,sambhar,South Indian,Veg,Trimester 3
Saturday,Snack1,Ivy gourd palya/poriyal,South Indian,Veg,Trimester 3
Saturday,Lunch,Pomegranate,South Indian,Veg,Trimester 3
Saturday,Lunch,Oatscookie,South Indian,Veg,Trimester 3
